id,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_9,barriers_13,productivity_1
717,0,0,0,0,0,0,0,20
718,0,0,-1,0,0,0,0,10
719,0,0,0,0,0,0,0,50
720,0,1,2,0,0,1,-1,20
721,0,0,0,0,1,0,0,0
722,0,1,1,1,1,-2,1,50
723,-1,-1,-1,-1,-1,-2,0,30
724,0,0,1,-1,0,0,0,0
725,0,0,-1,-1,0,0,0,0
726,0,0,0,0,-1,0,0,0
727,1,2,0,1,2,1,0,20
728,0,0,0,-1,-1,0,0,50
729,0,0,0,0,0,1,0,20
730,1,0,0,0,-1,0,-1,0
731,-1,-1,-1,0,-1,-1,0,10
732,0,0,0,0,0,0,0,20
733,-1,0,0,0,0,-1,0,10
734,0,0,0,0,0,0,0,20
735,0,0,-1,0,0,0,0,30
736,0,0,0,-2,-2,0,0,0
737,-2,-1,1,0,2,-2,-1,20
738,0,1,0,1,1,0,0,0
739,-1,-1,0,0,0,0,0,30
740,0,0,0,0,0,0,-1,10
741,1,0,1,-1,0,1,0,0
742,1,0,1,1,0,0,0,-20
743,-1,0,0,0,0,0,0,0
744,0,0,0,0,0,0,0,-10
745,0,0,0,0,0,0,0,40
746,0,0,0,0,0,0,0,0
747,0,0,0,0,-1,1,0,0
748,0,0,0,0,0,0,-1,20
749,0,0,1,-1,0,-1,1,-10
750,0,0,0,0,0,0,0,0
751,1,1,1,0,1,1,1,0
752,0,0,0,0,0,0,0,50
753,0,1,0,0,0,0,0,10
754,0,0,-1,0,-1,-1,1,50
755,0,0,0,0,0,0,0,0
756,1,2,2,2,2,0,0,50
757,0,0,0,0,0,0,0,0
758,0,-1,-1,-1,-1,0,2,50
759,1,-1,-2,0,0,0,0,50
760,1,1,2,1,1,1,0,-10
761,1,1,2,2,2,2,1,50
762,0,0,0,0,0,0,0,-10
763,1,1,1,1,1,1,1,0
764,1,0,0,1,1,0,0,30
765,0,0,0,0,0,0,0,0
766,0,1,0,0,0,0,0,30
767,1,1,2,2,2,1,1,20
768,2,1,2,2,1,2,2,50
769,0,0,0,0,1,0,0,0
770,0,1,-1,0,1,0,0,-20
771,0,-1,0,0,0,0,0,0
772,0,0,1,1,1,1,1,30
773,0,0,0,0,0,0,0,0
774,0,0,0,0,0,0,0,-30
775,-1,0,-1,0,0,1,0,20
776,0,-1,-1,-2,0,0,0,50
777,1,0,1,0,0,0,0,0
778,1,1,0,2,1,2,1,40
779,0,0,0,0,0,0,-1,30
780,1,0,0,0,0,0,-1,-20
781,-1,-2,-2,-2,-1,0,0,30
782,0,0,1,0,0,1,1,30
783,0,-1,-1,-1,-1,-1,0,-10
784,1,0,0,0,0,0,1,20
785,2,1,1,2,1,1,1,40
786,0,0,0,0,0,0,0,-40
787,0,0,1,1,1,1,0,50
788,0,-1,-1,0,0,-1,0,0
789,0,1,-1,0,0,0,0,40
790,0,0,0,0,0,-1,0,50
791,0,0,-1,-1,0,0,1,20
792,0,1,1,0,0,-2,1,30
793,0,0,0,0,0,-1,0,0
794,0,0,-2,-2,0,0,0,-40
795,-1,-1,-1,0,0,-1,-1,0
796,0,1,0,0,0,0,0,0
797,2,1,2,1,2,1,2,20
798,0,0,0,0,0,0,0,-50
799,0,-1,0,0,0,0,0,0
800,0,0,0,0,0,0,0,50
801,2,2,1,2,2,1,2,50
802,1,2,0,0,-2,0,1,0
803,0,0,0,0,0,0,0,50
804,0,0,-2,0,0,-1,0,-50
805,1,1,1,0,1,0,1,20
806,1,0,1,0,0,0,1,20
807,0,0,0,0,0,0,1,50
808,-1,-2,-2,-2,-2,-2,-1,-20
809,0,1,-1,0,1,1,0,20
810,2,2,2,2,2,2,2,50
811,0,0,0,0,0,0,0,50
812,0,0,0,0,0,0,0,-50
813,0,0,0,0,0,0,0,40
814,2,-1,1,0,0,0,-1,10
815,2,2,2,0,1,1,1,20
816,-2,-1,0,1,2,0,1,30
817,0,0,0,0,0,0,0,30
818,0,0,0,0,0,0,0,0
819,0,1,1,0,1,1,2,-10
820,0,0,0,-2,0,0,0,0
821,0,0,0,0,-1,0,0,0
822,0,0,0,1,1,0,0,20
823,-1,0,0,0,0,1,1,30
824,1,1,0,1,2,1,1,10
825,-1,0,-2,-2,-2,-2,0,-20
826,0,1,0,-1,1,0,-2,30
827,0,0,1,-2,0,0,0,40
828,2,2,2,2,2,2,0,50
829,2,0,1,0,0,0,0,10
830,0,1,0,0,0,0,-1,50
831,0,0,-1,0,0,0,-2,-20
832,2,1,-2,-1,-2,0,-1,0
833,1,1,0,0,0,0,0,20
834,0,1,1,1,1,0,1,50
835,-1,1,1,0,1,0,0,0
836,0,0,0,0,0,0,0,20
837,0,0,1,1,0,0,1,50
838,0,0,0,0,0,0,1,10
839,0,0,0,0,0,0,0,0
840,0,1,0,0,1,0,0,30
841,0,1,1,1,0,0,-1,20
842,0,0,0,0,0,0,0,-10
843,0,1,1,0,1,0,0,50
844,-1,1,2,1,2,1,-2,0
845,0,1,1,2,0,1,0,30
846,1,2,1,0,2,0,-1,-30
847,0,0,0,0,0,1,1,40
848,0,0,0,0,0,0,0,0
849,0,0,1,0,0,0,1,20
850,1,0,1,1,0,1,1,10
851,-1,-1,-1,-2,0,0,-2,20
852,0,0,0,0,-2,0,0,50
853,1,1,0,0,0,1,1,50
854,1,-1,1,0,0,0,-2,-20
855,0,-1,-2,-1,-2,0,0,-20
856,1,2,1,0,1,0,-1,40
857,1,1,1,1,1,1,1,50
858,0,2,1,-1,0,1,1,40
859,0,-1,-1,-2,-1,0,-1,-20
860,0,0,0,-2,0,0,0,0
861,0,0,-2,0,-2,0,0,0
862,2,2,2,2,2,2,2,50
863,0,1,1,0,0,0,0,-20
864,0,1,0,0,0,0,0,50
865,1,1,2,1,2,2,1,30
866,0,-1,-2,-2,-1,0,-1,-10
867,0,0,1,0,0,0,-2,50
868,0,0,0,0,-2,0,0,30
869,0,0,0,0,0,0,0,30
870,0,0,0,0,0,0,0,0
871,0,0,0,0,0,1,0,20
872,0,0,0,0,0,0,0,0
873,0,0,0,0,0,0,0,0
874,2,1,2,2,1,1,2,0
875,0,0,0,0,1,0,0,-20
876,0,0,-1,0,0,0,0,-20
877,1,1,1,1,0,1,1,10
878,0,1,1,0,1,1,0,0
879,-1,-2,2,0,1,1,0,40
880,1,0,0,0,0,0,1,10
881,1,1,1,0,1,0,1,20
882,2,1,2,2,1,2,2,0
883,2,2,2,2,2,2,2,50
884,0,0,0,0,0,0,0,50
885,0,0,0,0,0,0,0,0
886,1,0,0,0,0,0,0,0
887,1,2,1,0,1,2,0,0
888,1,0,-1,-1,0,0,0,-20
889,-1,0,1,0,-1,1,2,-30
890,2,2,2,0,0,0,0,0
891,0,0,0,0,0,0,0,30
892,-1,-1,-2,-2,-1,0,0,10
893,0,0,0,0,0,0,0,50
894,1,1,1,1,1,2,1,50
895,0,0,0,0,0,0,0,50
896,0,0,-1,0,-1,-1,0,0
897,-1,-1,1,0,-1,0,1,10
898,0,0,0,0,0,0,0,10
899,1,0,0,0,1,0,1,40
900,-1,1,1,0,0,0,0,0
901,-1,0,0,0,-1,0,0,-10
902,0,0,2,0,1,0,0,40
903,0,0,0,1,1,0,0,40
904,0,0,0,0,0,0,-1,20
905,0,0,0,0,0,1,1,20
906,0,0,0,0,0,0,0,50
907,0,1,0,0,0,0,-2,50
908,0,0,0,0,0,0,0,0
909,0,1,-1,0,-1,-1,0,10
910,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,50
912,0,0,0,0,0,0,0,50
913,0,0,0,0,0,0,0,0
914,1,0,0,-1,0,-2,-1,30
915,0,0,0,-2,1,1,0,30
916,-2,-1,-2,-1,-1,-2,-2,20
917,0,2,0,0,2,0,0,50
918,0,0,0,-1,0,-1,-2,10
919,0,0,0,0,0,0,0,0
920,1,0,1,1,1,0,0,50
921,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0
923,0,0,0,-2,0,1,-2,0
924,0,0,-1,0,0,0,0,0
925,0,0,0,0,0,0,0,0
926,1,2,1,0,1,0,2,-10
927,0,0,0,0,0,0,0,50
928,-1,1,-1,0,0,0,1,0
929,2,1,2,0,2,0,0,0
930,0,1,0,0,0,1,0,0
931,0,0,0,0,0,0,0,0
932,-1,0,0,0,0,-1,0,-50
933,0,0,0,0,-2,0,1,10
934,1,0,-1,-1,0,0,-1,-20
935,0,1,1,2,1,0,0,0
936,0,1,0,0,0,0,0,20
937,0,0,0,0,0,0,0,50
938,2,2,2,2,2,0,0,0
939,0,0,0,0,0,0,0,0
940,0,1,1,0,2,0,1,30
941,-1,0,1,1,1,0,0,50
942,0,0,0,0,0,1,0,30
943,0,0,-2,0,0,0,0,50
944,0,0,0,0,0,0,0,30
945,1,0,0,0,-1,0,0,-10
946,0,0,0,0,0,0,0,20
947,0,0,0,0,0,0,0,50
948,-1,-2,-2,-1,0,-1,0,-20
949,-1,-1,0,0,0,0,1,0
950,0,1,1,0,1,1,0,0
951,-1,-1,0,0,0,0,0,50
952,1,2,2,1,2,1,1,10
953,0,1,1,1,1,0,1,50
954,0,-1,0,0,0,-1,0,0
955,2,2,2,2,2,1,0,30
956,1,1,2,0,1,2,1,10
957,0,0,0,0,0,0,-1,0
958,0,0,0,1,0,0,0,-10
959,-1,2,0,0,2,0,-1,50
960,0,1,1,0,1,2,0,50
961,-1,-1,0,0,-1,0,-1,40
962,0,0,1,0,-2,0,-1,50
963,1,1,1,1,1,2,1,50
964,1,1,-1,-1,-1,0,1,50
965,1,1,0,0,0,2,0,40
966,0,0,0,0,0,0,0,40
967,-1,0,-1,-1,0,0,2,50
968,1,-1,0,0,-2,0,0,50
969,0,0,0,0,-1,-1,0,10
970,-1,-1,-1,-2,0,0,0,20
971,0,0,0,0,0,0,0,20
972,2,2,-1,-2,-2,1,0,20
973,1,0,1,1,1,0,1,30
974,1,2,2,2,2,2,2,-50
975,0,1,0,0,1,1,0,40
976,1,1,0,0,1,0,0,20
977,2,2,1,2,2,2,1,40
978,0,0,0,0,0,0,0,0
979,0,-1,-1,-1,0,0,0,-30
980,0,0,0,0,0,0,0,0
981,0,0,1,-1,1,1,0,50
982,0,-2,0,0,-2,0,0,30
983,0,1,-1,0,1,0,0,0
984,1,-1,-2,-1,-2,0,0,20
985,-1,0,-2,-1,-1,-2,0,-10
986,0,0,0,0,0,0,0,20
987,1,0,0,-1,0,-1,0,50
988,1,1,0,0,0,0,-1,-30
989,0,0,0,0,0,0,0,30
990,0,0,1,0,-1,0,0,50
991,0,0,1,-1,0,0,0,20
992,0,0,0,0,0,0,-2,0
993,0,0,0,0,0,0,0,0
994,0,1,-1,0,1,0,1,-10
995,-1,-1,-1,-1,0,0,0,50
996,0,0,-2,-2,-1,0,0,20
997,1,0,1,0,1,1,1,10
998,0,0,0,0,0,0,1,0
999,0,0,0,0,0,0,0,0
1000,0,1,0,0,0,0,0,30
1001,0,0,0,0,0,0,0,0
1002,0,1,1,0,1,-1,0,30
1003,0,2,2,0,0,0,0,0
1004,2,2,2,0,0,0,0,50
1005,0,-2,-1,-2,-1,0,-1,0
1006,0,0,0,0,0,0,0,0
1007,0,0,0,1,-1,0,0,50
1008,0,-2,-2,0,-2,-2,0,50
1009,2,2,0,0,2,2,0,50
1010,1,2,0,0,1,0,0,20
1011,0,0,0,0,0,0,-2,50
1012,2,0,0,0,0,0,1,40
1013,2,2,0,0,-1,0,0,20
1014,0,0,0,0,0,0,0,-50
1015,-1,0,-1,-1,-2,0,0,20
1016,0,0,-1,-1,0,0,0,-20
1017,0,1,2,2,1,2,1,30
1018,0,0,0,0,0,0,-1,10
1019,0,0,0,0,0,0,0,-10
1020,0,0,-1,-1,0,0,-1,20
1021,0,2,1,0,2,0,2,0
1022,2,1,1,0,1,0,1,-20
1023,-2,-1,-2,-1,-1,-2,0,-20
1024,0,0,2,0,0,0,0,20
1025,2,1,0,0,1,0,0,20
1026,0,0,0,0,0,0,0,-30
1027,0,0,0,0,0,0,0,0
1028,0,0,2,0,0,0,1,20
1029,-1,0,-2,0,0,0,0,0
1030,0,0,-1,0,0,0,0,30
1031,0,0,0,0,0,0,0,50
1032,0,0,0,0,0,0,0,50
1033,-1,0,0,0,0,0,0,30
1034,0,0,0,0,0,0,0,-30
1035,1,1,0,0,1,0,1,10
1036,1,0,0,0,0,0,-1,20
1037,2,0,0,0,0,0,1,50
1038,0,1,0,-1,0,0,-1,20
1039,0,0,-2,-1,0,0,0,-50
1040,0,0,0,0,0,0,0,0
1041,0,0,0,-1,0,0,0,30
1042,0,0,0,0,0,0,0,20
1043,0,-1,0,0,0,0,0,-10
1044,1,1,1,0,1,-1,0,10
1045,0,0,0,0,0,0,0,50
1046,1,-1,1,0,0,0,0,40
1047,-1,0,0,0,0,0,0,0
1048,0,0,0,0,0,-1,-1,50
1049,0,0,-1,0,-1,-1,0,30
1050,1,0,1,0,1,0,0,0
1051,1,0,0,0,-1,-1,-1,20
1052,2,2,2,2,2,2,2,50
1053,0,0,0,0,0,0,0,50
1054,0,0,2,1,0,0,1,10
1055,0,0,-1,0,-1,0,0,-30
1056,0,0,1,0,0,0,0,50
1057,1,0,0,-1,-1,-1,1,30
1058,-1,1,1,0,0,-1,1,20
1059,1,2,-1,0,-1,1,0,20
1060,1,0,1,0,-1,1,1,30
1061,0,0,0,0,0,0,0,10
1062,0,0,1,0,1,2,2,50
1063,1,1,1,1,1,0,0,20
1064,2,1,1,1,1,0,2,50
1065,0,1,0,1,0,0,0,-20
1066,1,0,2,0,0,0,0,20
1067,0,0,1,0,1,0,0,20
1068,-1,0,0,0,0,0,-1,20
1069,0,0,0,0,0,0,0,10
1070,0,2,0,0,1,0,1,30
1071,1,0,0,0,0,0,0,50
1072,0,0,0,0,0,0,0,10
1073,-1,-1,-1,0,-1,-1,-1,10
1074,1,0,1,-1,0,0,0,20
1075,0,0,0,0,0,0,-1,0
1076,0,0,0,0,0,0,0,50
1077,0,0,0,0,0,0,0,30
1078,0,1,1,-1,0,0,0,40
1079,0,0,0,0,0,0,0,0
1080,0,0,0,0,0,0,0,-10
1081,0,1,0,0,1,1,0,0
1082,-1,0,0,0,0,0,0,20
1083,0,0,2,0,0,2,2,50
1084,0,0,0,0,0,0,0,-30
1085,0,0,0,0,-1,0,1,-30
1086,1,1,1,0,1,-1,0,50
1087,0,0,1,0,0,0,0,20
1088,0,0,0,0,0,0,0,10
1089,0,0,0,0,-1,0,0,20
1090,0,0,0,-2,0,0,-1,30
1091,0,0,-1,-1,0,-1,0,0
1092,0,0,0,0,0,0,0,0
1093,0,0,0,0,0,0,0,0
1094,0,0,0,0,0,0,0,50
1095,0,0,1,1,-1,1,1,50
1096,0,0,0,0,0,0,1,40
1097,-1,1,-1,-2,-1,-1,0,-20
1098,0,0,0,0,0,-1,0,50
1099,2,1,0,1,2,1,2,30
1100,2,2,2,2,2,2,1,30
1101,-2,-1,-2,0,-2,0,1,30
1102,2,2,2,2,2,2,2,10
1103,0,0,0,0,0,0,0,50
1104,1,0,0,0,1,0,0,0
1105,0,-1,-1,-1,-1,-1,-1,50
1106,2,1,2,2,1,2,2,40
1107,0,-1,2,-2,-2,0,0,40
1108,0,1,1,0,0,0,1,-30
1109,0,0,0,0,0,0,-1,50
1110,2,2,1,1,-1,2,2,50
1111,0,1,1,0,0,0,1,20
1112,-1,-1,-1,1,1,0,0,40
1113,1,2,0,0,0,0,0,20
1114,0,0,1,1,0,-1,1,50
1115,0,0,0,0,0,-1,0,20
1116,0,0,-1,-1,0,0,0,50
1117,-1,-1,0,0,-1,-1,1,-30
1118,-1,0,-1,1,0,0,0,10
1119,0,0,0,0,2,0,0,0
1120,0,0,0,0,0,0,0,0
1121,0,0,0,1,0,0,0,50
1122,0,1,1,1,0,0,1,30
1123,0,1,1,1,1,1,1,20
1124,1,1,1,-1,2,1,-1,-30
1125,1,1,1,2,2,2,2,30
1126,0,0,-1,-1,0,0,0,20
1127,0,0,0,0,0,0,-1,10
1128,2,1,1,2,1,2,2,40
1129,0,0,0,0,0,0,0,50
1130,0,1,0,0,0,0,0,0
1131,2,1,2,2,2,1,2,40
1132,0,0,1,0,0,0,0,30
1133,2,2,2,-1,2,0,0,30
1134,1,-2,0,0,-2,-2,2,30
1135,0,1,1,0,0,0,0,0
1136,1,1,1,2,2,2,1,30
1137,-2,-1,-1,-1,-1,-2,-1,50
1138,1,2,2,1,0,2,2,30
1139,-2,-1,-2,-2,0,-1,0,-20
1140,-1,-1,1,-1,0,0,-1,0
1141,1,2,2,2,1,2,2,40
1142,-2,-1,-2,-1,-2,-1,-1,30
1143,0,1,2,0,-1,0,0,10
1144,1,0,0,0,1,0,0,20
1145,0,1,0,0,0,0,0,0
1146,0,1,1,0,1,1,-1,-10
1147,0,0,0,1,0,1,0,-10
1148,0,1,0,0,1,-1,0,20
1149,1,-1,0,-2,2,-1,-2,0
1150,2,2,2,2,2,2,2,50
1151,-1,-1,0,-2,-1,0,-1,-20
1152,-1,0,1,2,1,1,1,40
1153,1,-1,-1,-2,0,0,-1,30
1154,0,1,0,0,0,0,1,50
1155,2,2,1,1,1,1,1,30
1156,1,1,2,2,1,1,2,50
1157,-1,1,0,1,1,1,0,20
1158,0,1,0,1,0,1,0,20
1159,0,0,-2,0,0,0,0,0
1160,0,0,0,0,0,0,0,0
1161,0,0,0,0,0,0,0,-20
1162,0,0,0,0,0,0,0,0
1163,1,-1,-1,-2,0,0,0,-10
1164,0,0,0,0,0,0,0,0
1165,0,0,0,0,0,1,1,-20
1166,0,0,0,0,0,0,0,50
1167,0,0,0,-1,0,0,0,20
1168,2,2,1,-1,1,1,0,20
1169,1,0,0,0,0,1,-1,50
1170,1,2,1,1,2,2,1,30
1171,1,1,0,0,0,0,0,30
1172,0,0,0,0,0,0,0,50
1173,2,1,2,1,2,2,2,30
1174,0,1,1,0,0,0,0,20
1175,0,0,0,0,0,0,0,-20
1176,0,0,0,0,0,0,0,0
1177,0,1,1,0,0,0,-1,0
1178,0,0,0,0,0,0,0,50
1179,-2,0,-2,-1,0,2,1,-20
1180,0,0,1,0,0,0,0,20
1181,1,0,0,0,0,0,1,30
1182,0,-1,-2,-1,0,-1,0,-20
1183,1,1,1,2,1,0,0,50
1184,2,1,1,0,0,-1,0,-40
1185,1,2,1,1,0,2,1,30
1186,-1,-1,-1,0,-1,0,-1,-50
1187,0,0,0,0,0,0,0,10
1188,1,2,-1,-2,1,0,0,0
1189,0,0,0,0,0,0,0,0
1190,0,0,0,0,0,0,0,0
1191,0,0,0,0,0,0,0,0
1192,1,2,2,0,0,1,2,30
1193,2,1,1,-1,2,1,2,20
1194,2,2,1,2,1,1,2,50
1195,0,0,0,0,0,0,0,50
1196,0,0,0,0,0,1,1,30
1197,0,0,0,0,0,0,2,30
1198,0,0,0,0,0,0,-1,20
1199,0,0,0,0,0,0,0,0
1200,1,1,1,0,0,0,0,10
1201,0,1,0,2,-1,0,0,40
1202,0,0,-1,-1,0,-1,-2,40
1203,1,1,1,0,1,0,1,0
1204,0,0,0,0,0,0,0,-20
1205,0,0,0,0,0,0,0,50
1206,-2,-1,-2,-1,-1,0,-2,40
1207,2,2,2,2,2,2,2,40
1208,0,0,0,0,0,0,0,30
1209,0,-1,0,-2,0,-1,0,0
1210,1,2,1,1,2,2,1,30
1211,1,2,2,1,1,1,2,30
1212,1,1,0,1,0,0,0,50
1213,0,1,1,1,1,0,2,20
1214,2,0,-1,1,0,0,-2,0
1215,2,2,2,2,2,2,2,50
1216,0,-2,0,1,-1,0,0,30
1217,0,0,1,0,0,0,-1,30
1218,0,1,-1,-1,0,0,-1,10
1219,0,1,1,1,1,0,0,20
1220,0,-1,-1,0,-1,0,-1,20
1221,0,0,0,0,0,0,0,0
1222,0,0,0,0,0,0,0,50
1223,0,0,0,0,0,0,0,0
1224,0,0,0,0,0,0,0,0
1225,0,0,-1,0,0,0,1,10
1226,0,0,0,0,0,0,0,50
1227,2,2,0,0,2,2,0,50
1228,0,0,0,0,0,0,0,0
1229,0,0,0,0,0,0,0,40
1230,0,1,0,-2,0,0,1,40
1231,0,-1,-1,0,-1,1,0,30
1232,-1,-1,-1,-2,-1,-1,0,0
1233,0,0,1,0,0,1,0,40
1234,0,0,0,0,0,0,1,10
1235,0,0,0,0,0,0,0,-20
1236,0,0,1,0,0,0,0,0
1237,1,0,-1,0,0,-1,-2,30
1238,0,0,0,-1,0,0,0,50
1239,0,0,-1,-1,-2,-1,0,40
1240,0,0,0,0,0,-1,0,30
1241,0,1,1,0,0,0,0,0
1242,0,1,0,0,1,0,0,0
1243,0,0,0,-1,0,-1,-2,30
1244,0,2,0,0,0,0,0,0
1245,0,1,1,0,0,0,0,50
1246,0,0,0,0,0,0,0,0
1247,0,-1,0,0,0,0,-2,-20
1248,0,1,1,0,0,1,-1,30
1249,0,1,2,0,0,1,2,0
1250,0,1,1,0,0,-1,-1,-10
1251,0,0,0,-2,0,0,-2,50
1252,0,0,0,0,0,0,0,30
1253,0,0,0,0,-1,0,1,-30
1254,-1,0,0,0,0,0,0,-20
1255,0,0,1,0,0,0,0,20
1256,0,0,0,0,0,0,-1,0
1257,0,0,0,0,0,0,0,-30
1258,0,1,2,0,0,0,-1,0
1259,0,0,0,0,0,0,0,50
1260,0,0,-1,0,0,0,0,0
1261,0,-1,-2,0,-1,0,0,20
1262,0,-1,-2,-2,-2,-1,-1,0
1263,0,0,0,0,-1,0,0,50
1264,-2,0,0,0,0,0,0,0
1265,1,1,0,0,0,0,0,-20
1266,2,1,1,0,2,2,-2,40
1267,0,0,0,0,0,0,0,0
1268,0,0,0,0,0,0,0,20
1269,0,0,0,1,1,0,0,30
1270,0,0,1,-1,0,0,1,30
1271,-1,1,1,0,1,0,0,0
1272,0,0,0,0,0,0,0,20
1273,1,1,1,1,1,0,0,50
1274,0,0,0,0,0,0,0,-20
1275,0,2,0,0,2,2,0,0
1276,0,0,-1,-1,-1,0,0,-40
1277,0,0,0,0,0,0,0,50
1278,0,-1,-1,-1,-1,0,-2,20
1279,1,1,1,1,1,1,1,20
1280,-1,-2,-1,-2,-1,0,0,40
1281,0,0,-2,0,0,-1,0,0
1282,2,1,1,-1,1,1,1,0
1283,0,-1,0,-1,0,0,-1,50
1284,1,2,1,2,2,1,2,50
1285,1,2,1,2,2,2,1,50
1286,0,0,0,0,0,0,0,50
1287,0,0,1,0,1,0,1,0
1288,0,0,-1,0,-1,-2,0,10
1289,2,2,2,2,2,2,2,0
1290,0,0,0,0,0,0,-2,50
1291,0,0,0,0,0,0,-2,10
1292,0,0,0,-1,0,0,0,50
1293,0,0,0,0,0,0,0,0
1294,0,0,0,0,0,0,0,0
1295,0,-1,0,-1,-1,-2,0,50
1296,-1,0,-1,0,0,-2,0,-10
1297,0,1,1,0,0,0,-1,-20
1298,0,0,0,0,0,0,0,-40
1299,-1,-1,1,1,-1,0,1,30
1300,0,0,0,0,0,0,-2,50
1301,-1,-2,-2,-1,-1,-1,0,20
1302,2,2,2,2,2,2,2,50
1303,-1,0,1,1,2,0,2,20
1304,0,1,0,0,1,0,0,30
1305,0,-2,-1,-2,-1,0,-2,-10
1306,0,1,0,0,0,0,0,0
1307,0,1,1,2,2,0,1,0
1308,0,0,0,0,-1,0,0,10
1309,0,0,1,0,1,0,0,20
1310,1,1,1,1,1,1,1,50
1311,0,0,0,0,0,0,0,50
1312,0,0,0,0,0,0,0,30
1313,-1,1,0,0,0,0,0,-20
1314,0,0,0,0,0,0,-1,0
1315,0,0,0,0,0,0,0,0
1316,0,1,-1,0,0,0,-1,0
1317,0,0,0,0,0,0,2,20
1318,-1,1,0,0,0,-1,0,0
1319,0,0,0,0,0,0,1,20
1320,0,0,-1,-2,0,0,-2,30
1321,1,0,1,0,0,1,0,0
1322,0,0,0,0,0,0,1,20
1323,0,0,0,0,0,0,0,0
1324,1,0,0,0,0,0,0,-50
1325,0,1,0,0,-1,0,0,20
1326,0,2,0,0,0,2,0,20
1327,-1,-1,0,2,0,0,0,10
1328,0,2,1,-2,1,0,-1,40
1329,2,2,2,2,2,2,2,40
1330,0,0,2,0,0,0,1,20
1331,0,0,0,0,0,0,0,50
1332,0,1,0,0,0,1,0,-30
1333,0,0,1,0,-1,0,0,10
1334,0,0,0,-2,-1,0,-2,20
1335,1,1,0,0,0,1,0,0
1336,-2,0,-1,0,-1,0,-1,50
1337,-2,0,0,0,0,0,0,0
1338,0,0,0,0,0,0,-1,30
1339,0,2,1,1,2,1,2,20
1340,1,2,1,2,1,1,1,30
1341,0,1,0,0,0,0,0,20
1342,0,0,0,0,0,0,0,40
1343,0,1,0,0,0,0,0,30
1344,1,1,1,1,1,1,1,50
1345,0,0,-1,0,0,0,0,30
1346,0,0,0,0,0,0,0,0
1347,1,1,0,2,1,2,1,30
1348,1,0,-1,0,0,0,0,20
1349,2,2,1,1,2,1,1,50
1350,2,1,0,-1,1,1,-1,10
1351,0,0,1,0,0,1,2,0
1352,0,0,0,0,0,0,2,0
1353,0,1,0,0,0,0,0,50
1354,0,1,1,0,0,0,0,20
1355,1,2,1,2,1,2,1,-50
1356,0,0,1,0,-1,0,0,10
1357,0,0,0,0,0,0,0,0
1358,0,0,0,0,0,0,0,0
1359,0,1,1,1,0,1,0,0
1360,0,0,0,0,0,0,0,-20
1361,0,1,1,0,-1,0,2,30
1362,2,2,0,1,1,2,0,50
1363,0,-1,0,0,-1,0,0,-30
1364,0,0,1,0,0,0,0,10
1365,0,0,0,0,0,0,0,30
1366,2,1,1,1,2,1,1,30
1367,0,0,0,0,0,1,0,0
1368,0,0,1,0,0,1,-1,20
1369,0,0,-1,-1,-1,0,0,50
1370,1,1,1,1,1,1,1,50
1371,0,1,2,-1,1,0,2,-10
1372,0,2,0,0,1,0,0,30
1373,1,0,2,1,1,0,1,30
1374,0,0,0,0,0,0,0,-20
1375,2,0,1,0,2,1,0,20
1376,0,1,1,0,0,1,0,20
1377,0,0,0,0,0,0,0,0
1378,0,0,1,1,0,1,1,30
1379,-2,-1,0,-2,-2,-2,-2,0
1380,-1,-1,-1,0,0,0,-1,50
1381,0,0,0,0,0,0,0,-50
1382,0,0,-1,0,0,1,0,20
1383,0,1,1,0,0,0,0,-10
1384,2,0,0,2,1,0,1,50
1385,1,0,1,0,1,1,1,50
1386,0,2,0,0,0,0,2,40
1387,-1,-1,0,0,1,0,1,10
1388,0,1,0,0,1,1,0,20
1389,0,0,1,1,0,0,0,50
1390,-2,0,1,0,-1,0,0,0
1391,0,1,0,1,0,0,0,50
1392,0,0,0,0,0,0,0,30
1393,0,0,0,0,0,0,0,0
1394,0,0,1,0,1,-1,0,-20
1395,0,0,1,0,0,0,2,-10
1396,1,1,1,1,1,1,1,50
1397,-1,0,0,0,0,0,0,20
1398,2,-1,0,0,1,0,-1,0
1399,-1,0,-1,1,1,0,-2,20
1400,2,2,2,2,2,2,0,20
1401,0,0,0,0,0,0,0,50
1402,0,0,0,-1,-1,-1,1,10
1403,0,0,0,0,0,0,1,0
1404,0,0,0,0,0,0,0,20
1405,2,1,0,0,0,0,0,50
1406,0,2,1,0,0,0,0,10
1407,0,0,0,0,0,0,-1,0
1408,0,0,0,0,0,0,1,20
1409,-1,0,0,0,0,0,0,50
1410,0,0,0,0,0,0,0,30
1411,0,-1,-1,-2,0,0,-1,0
1412,0,0,0,0,0,-1,0,0
1413,0,0,-1,0,-1,0,-2,-20
1414,0,0,-1,0,0,0,0,-10
1415,0,0,0,0,0,0,0,0
1416,1,1,0,-1,0,0,0,30
1417,0,1,1,0,-1,0,0,30
1418,0,0,0,0,0,0,0,20
1419,0,1,0,0,0,0,-2,30
1420,0,0,0,0,-1,0,0,30
1421,0,0,0,0,0,0,0,50
1422,0,1,-1,1,0,0,0,30
1423,-1,0,1,0,0,0,0,-10
1424,0,0,-1,-1,-2,0,0,-10
