barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_7,barriers_8,barriers_9,barriers_10,barriers_11,barriers_12,barriers_13,barriers_14,barriers_15,barriers_16,id,productivity_1
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,714,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0
-2,-1,0,2,0,1,-2,-1,0,-1,-2,-1,0,-2,0,-1,716,-10
0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,717,20
1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,718,10
1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,719,50
0,0,1,2,0,0,0,0,1,0,0,2,-1,0,1,2,720,20
0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,721,0
0,0,1,1,1,1,0,0,-2,1,0,0,1,0,0,0,722,50
0,-1,-1,-1,-1,-1,-2,0,-2,-2,-2,-1,0,-1,-1,-1,723,30
0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,724,0
0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,0,725,0
0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,726,0
0,1,2,0,1,2,-2,-1,1,0,1,1,0,1,1,1,727,20
0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,728,50
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,729,20
0,1,0,0,0,-1,0,0,0,2,1,0,-1,0,-2,0,730,0
0,-1,-1,-1,0,-1,0,1,-1,0,0,1,0,0,0,0,731,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,20
0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,733,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,20
2,0,0,-1,0,0,-1,1,0,0,0,0,0,0,1,0,735,30
0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,736,0
0,-2,-1,1,0,2,0,-2,-2,1,0,0,-1,0,0,-1,737,20
-2,0,1,0,1,1,-1,-1,0,0,-1,0,0,0,1,1,738,0
0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,739,30
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,740,10
0,1,0,1,-1,0,1,0,1,-2,1,2,0,2,1,1,741,0
0,1,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,742,-20
-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,743,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,-10
-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,745,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0
1,0,0,0,0,-1,0,0,1,0,0,1,0,0,1,0,747,0
0,0,0,0,0,0,-1,1,0,0,0,-1,-1,1,0,0,748,20
0,0,0,1,-1,0,-1,1,-1,0,1,-1,1,0,1,-1,749,-10
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,750,0
0,1,1,1,0,1,-1,0,1,0,0,0,1,0,0,0,751,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,50
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,753,10
0,0,0,-1,0,-1,-2,0,-1,-2,-1,0,1,0,-1,0,754,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0
0,1,2,2,2,2,2,2,0,0,2,0,0,0,2,2,756,50
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,757,0
0,0,-1,-1,-1,-1,-1,0,0,-1,-2,0,2,-2,0,1,758,50
0,1,-1,-2,0,0,-1,1,0,1,-1,0,0,-2,-2,2,759,50
1,1,1,2,1,1,1,0,1,1,2,1,0,1,1,1,760,-10
2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,761,50
0,0,0,0,0,0,-2,-1,0,-2,-1,-1,0,-1,0,-1,762,-10
1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,763,0
1,1,0,0,1,1,0,1,0,-1,0,0,0,1,-1,0,764,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0
0,0,1,0,0,0,0,1,0,0,1,1,0,-1,0,1,766,30
1,1,1,2,2,2,-2,0,1,0,1,1,1,0,2,0,767,20
2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,768,50
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,769,0
1,0,1,-1,0,1,0,0,0,-1,2,0,0,0,0,1,770,-20
0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,771,0
1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,772,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,-30
0,-1,0,-1,0,0,-1,0,1,0,0,1,0,0,0,0,775,20
0,0,-1,-1,-2,0,-2,-1,0,0,0,-1,0,1,0,0,776,50
0,1,0,1,0,0,0,1,0,1,2,0,0,0,1,1,777,0
2,1,1,0,2,1,1,2,2,0,1,2,1,2,2,1,778,40
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,779,30
0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,780,-20
-1,-1,-2,-2,-2,-1,-1,-2,0,0,-2,-1,0,0,-2,-2,781,30
2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,782,30
0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,783,-10
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,784,20
1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,785,40
0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,786,-40
0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,787,50
0,0,-1,-1,0,0,-1,0,-1,0,-1,0,0,-1,0,0,788,0
0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,789,40
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,790,50
0,0,0,-1,-1,0,-1,1,0,0,0,1,1,0,0,1,791,20
0,0,1,1,0,0,-1,-1,-2,1,-1,0,1,0,0,0,792,30
0,0,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,793,0
0,0,0,-2,-2,0,-2,-2,0,0,0,-2,0,0,0,-1,794,-40
-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,795,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0
1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,797,20
-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,798,-50
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,50
2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,801,50
0,1,2,0,0,-2,0,0,0,0,-1,0,1,0,0,0,802,0
0,0,0,0,0,0,0,0,0,0,2,-2,0,2,0,0,803,50
0,0,0,-2,0,0,-2,0,-1,-1,0,0,0,0,0,0,804,-50
0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,805,20
0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,806,20
0,0,0,0,0,0,-1,1,0,0,0,-2,1,0,0,-1,807,50
0,-1,-2,-2,-2,-2,0,0,-2,0,0,-1,-1,0,-1,-1,808,-20
1,0,1,-1,0,1,-2,0,1,0,1,-1,0,1,1,1,809,20
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,810,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,-50
0,0,0,0,0,0,-1,2,0,0,1,0,0,0,0,0,813,40
-1,2,-1,1,0,0,1,0,0,0,1,0,-1,1,0,1,814,10
2,2,2,2,0,1,-2,0,1,0,-1,1,1,0,2,2,815,20
0,-2,-1,0,1,2,1,0,0,-1,-1,-1,1,-2,2,0,816,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,0
1,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,819,-10
0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,820,0
0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,821,0
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,822,20
2,-1,0,0,0,0,0,2,1,0,2,0,1,2,0,2,823,30
0,1,1,0,1,2,0,1,1,0,1,0,1,1,0,2,824,10
0,-1,0,-2,-2,-2,-2,1,-2,-2,-1,-2,0,-1,1,-1,825,-20
0,0,1,0,-1,1,0,0,0,0,1,1,-2,-1,0,1,826,30
0,0,0,1,-2,0,-1,0,0,0,1,1,0,0,0,0,827,40
2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,828,50
0,2,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,829,10
0,0,1,0,0,0,0,1,0,0,0,0,-1,1,0,0,830,50
-1,0,0,-1,0,0,0,-1,0,-2,-2,0,-2,-1,1,-1,831,-20
1,2,1,-2,-1,-2,-2,0,0,0,-2,-1,-1,-1,-1,-2,832,0
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,-1,833,20
0,0,1,1,1,1,-1,0,0,1,1,0,1,0,1,-1,834,50
0,-1,1,1,0,1,0,-2,0,0,0,0,0,0,1,0,835,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,20
1,0,0,1,1,0,0,-1,0,0,1,1,1,0,0,1,837,50
0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,838,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0
2,0,1,0,0,1,0,-1,0,0,1,0,0,1,1,1,840,30
0,0,1,1,1,0,-1,0,0,-1,1,1,-1,0,0,1,841,20
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,842,-10
0,0,1,1,0,1,-1,1,0,1,-1,1,0,0,1,1,843,50
-2,-1,1,2,1,2,-1,-1,1,0,-1,0,-2,2,-1,0,844,0
1,0,1,1,2,0,1,2,1,2,1,2,0,0,1,0,845,30
0,1,2,1,0,2,0,0,0,0,1,2,-1,2,2,2,846,-30
0,0,0,0,0,0,0,1,1,-2,1,1,1,0,0,1,847,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0
-1,0,0,1,0,0,1,-1,0,0,-1,0,1,-1,-1,0,849,20
1,1,0,1,1,0,0,1,1,1,2,1,1,1,1,0,850,10
0,-1,-1,-1,-2,0,-2,0,0,0,0,1,-2,0,-1,0,851,20
0,0,0,0,0,-2,0,-1,0,0,0,1,0,0,1,0,852,50
1,1,1,0,0,0,-1,-1,1,1,1,0,1,1,1,1,853,50
1,1,-1,1,0,0,0,0,0,0,0,-1,-2,1,-1,0,854,-20
-1,0,-1,-2,-1,-2,-1,0,0,-1,-2,-1,0,-1,-1,-1,855,-20
1,1,2,1,0,1,0,-1,0,-1,-1,1,-1,0,0,2,856,40
1,1,1,1,1,1,0,0,1,1,0,2,1,1,1,1,857,50
0,0,2,1,-1,0,0,-2,1,-1,0,0,1,0,0,0,858,40
1,0,-1,-1,-2,-1,0,-2,0,-2,1,0,-1,1,-2,1,859,-20
0,0,0,0,-2,0,-2,-1,0,0,0,0,0,2,0,0,860,0
0,0,0,-2,0,-2,-1,0,0,0,-1,-1,0,-2,0,0,861,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,862,50
0,0,1,1,0,0,1,0,0,0,1,-1,0,1,0,0,863,-20
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,864,50
1,1,1,2,1,2,0,1,2,0,2,1,1,0,1,2,865,30
0,0,-1,-2,-2,-1,-1,0,0,0,0,-2,-1,1,0,-1,866,-10
-2,0,0,1,0,0,0,0,0,0,2,0,-2,-2,0,0,867,50
0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,868,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,870,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,871,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,0
2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,874,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,875,-20
0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,876,-20
1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,877,10
0,0,1,1,0,1,0,0,1,1,0,0,0,0,2,0,878,0
0,-1,-2,2,0,1,0,0,1,0,1,1,0,1,0,-2,879,40
0,1,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,880,10
0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,881,20
2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,882,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,883,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0
2,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,886,0
1,1,2,1,0,1,0,2,2,0,1,1,0,0,0,0,887,0
1,1,0,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,0,888,-20
0,-1,0,1,0,-1,0,1,1,1,0,1,2,0,0,0,889,-30
0,2,2,2,0,0,-1,-1,0,0,0,0,0,0,0,1,890,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,30
0,-1,-1,-2,-2,-1,-1,0,0,-2,-1,-2,0,0,-2,0,892,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,50
1,1,1,1,1,1,0,1,2,1,-1,2,1,2,0,0,894,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,50
0,0,0,-1,0,-1,-1,0,-1,-1,-2,-1,0,-2,0,0,896,0
1,-1,-1,1,0,-1,-1,-1,0,0,-1,1,1,0,1,1,897,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,10
0,1,0,0,0,1,-1,0,0,0,0,0,1,0,1,0,899,40
0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,900,0
0,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,1,901,-10
1,0,0,2,0,1,0,-1,0,0,0,0,0,0,0,0,902,40
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,903,40
1,0,0,0,0,0,-1,-1,0,1,-1,1,-1,1,0,1,904,20
0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,2,905,20
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,906,50
2,0,1,0,0,0,0,0,0,0,1,0,-2,0,0,0,907,50
1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,908,0
-1,0,1,-1,0,-1,-1,0,-1,0,-1,0,0,0,0,0,909,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,50
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0
0,1,0,0,-1,0,-1,0,-2,-2,0,-1,-1,-1,0,0,914,30
0,0,0,0,-2,1,0,0,1,0,1,0,0,0,0,0,915,30
0,-2,-1,-2,-1,-1,-1,-1,-2,-1,-1,-1,-2,-1,-1,-1,916,20
0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,917,50
0,0,0,0,-1,0,0,1,-1,0,0,-2,-2,0,0,0,918,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,0
1,1,0,1,1,1,2,1,0,-1,0,0,0,1,0,-1,920,50
0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,-1,921,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0
0,0,0,0,-2,0,0,0,1,0,0,0,-2,0,0,0,923,0
-2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,924,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0
0,1,2,1,0,1,-1,1,0,2,1,-1,2,0,2,1,926,-10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,50
0,-1,1,-1,0,0,-2,1,0,0,1,-1,1,0,1,0,928,0
0,2,1,2,0,2,0,0,0,2,1,-1,0,0,0,0,929,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,930,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0
0,-1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,932,-50
0,0,0,0,0,-2,-1,0,0,0,-1,-1,1,-1,1,-1,933,10
0,1,0,-1,-1,0,0,0,0,0,1,0,-1,1,1,0,934,-20
0,0,1,1,2,1,0,-1,0,0,0,1,0,0,0,0,935,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,936,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,50
2,2,2,2,2,2,1,2,0,0,-1,0,0,2,0,0,938,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0
0,0,1,1,0,2,-1,0,0,0,0,-1,1,0,0,0,940,30
0,-1,0,1,1,1,1,0,0,0,2,0,0,2,0,2,941,50
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,942,30
0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,943,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,30
0,1,0,0,0,-1,0,0,0,0,0,-1,0,1,0,1,945,-10
0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,946,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,50
0,-1,-2,-2,-1,0,0,-1,-1,-1,0,-1,0,0,-2,1,948,-20
0,-1,-1,0,0,0,0,0,0,1,-1,-1,1,-2,0,-1,949,0
0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,950,0
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,951,50
1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,952,10
0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,953,50
0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,0,954,0
2,2,2,2,2,2,2,2,1,-1,0,1,0,0,2,-2,955,30
2,1,1,2,0,1,1,1,2,1,1,2,1,2,0,1,956,10
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,957,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,958,-10
1,-1,2,0,0,2,0,0,0,-2,2,2,-1,2,0,0,959,50
0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,1,960,50
0,-1,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,961,40
0,0,0,1,0,-2,0,0,0,-1,0,0,-1,0,0,0,962,50
1,1,1,1,1,1,1,1,2,-1,0,0,1,0,-1,-1,963,50
0,1,1,-1,-1,-1,-1,0,0,-1,-1,-2,1,0,0,0,964,50
0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,965,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,40
0,-1,0,-1,-1,0,-1,2,0,0,-2,-1,2,0,2,0,967,50
1,1,-1,0,0,-2,0,0,0,-2,1,1,0,1,0,1,968,50
0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,969,10
0,-1,-1,-1,-2,0,0,1,0,0,0,0,0,0,0,0,970,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,20
2,2,2,-1,-2,-2,-2,2,1,1,2,0,0,2,1,2,972,20
0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,973,30
2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,974,-50
0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,975,40
0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,976,20
1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,977,40
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,978,0
0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,979,-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0
2,0,0,1,-1,1,0,1,1,0,1,1,0,0,0,1,981,50
-1,0,-2,0,0,-2,0,0,0,0,1,1,0,0,0,0,982,30
0,0,1,-1,0,1,-1,0,0,0,1,-1,0,0,0,-1,983,0
1,1,-1,-2,-1,-2,0,0,0,1,1,1,0,0,0,1,984,20
0,-1,0,-2,-1,-1,-2,-2,-2,-1,-2,-2,0,-2,0,-1,985,-10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,986,20
0,1,0,0,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,0,987,50
0,1,1,0,0,0,0,0,0,-1,0,0,-1,1,0,1,988,-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,30
0,0,0,1,0,-1,0,2,0,0,1,0,0,0,0,1,990,50
0,0,0,1,-1,0,1,0,0,0,0,-1,0,1,0,0,991,20
0,0,0,0,0,0,0,0,0,-2,0,0,-2,0,-1,0,992,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0
0,0,1,-1,0,1,1,0,0,0,1,-1,1,1,0,1,994,-10
0,-1,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,995,50
0,0,0,-2,-2,-1,-1,-1,0,0,0,0,0,0,0,2,996,20
-1,1,0,1,0,1,0,1,1,-1,0,0,1,1,1,0,997,10
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,998,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0
0,0,1,1,0,1,-2,0,-1,0,0,0,0,0,0,-1,1002,30
0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,1003,0
1,2,2,2,0,0,1,1,0,0,0,0,0,0,0,2,1004,50
0,0,-2,-1,-2,-1,-2,-1,0,-2,-1,0,-1,0,0,0,1005,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0
0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1007,50
0,0,-2,-2,0,-2,-2,0,-2,0,-2,-2,0,0,0,0,1008,50
2,2,2,0,0,2,0,0,2,0,2,1,0,0,0,2,1009,50
0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1010,20
0,0,0,0,0,0,0,-2,0,0,0,0,-2,0,0,0,1011,50
1,2,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,1012,40
2,2,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,1013,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,-50
0,-1,0,-1,-1,-2,-1,1,0,0,0,0,0,0,0,0,1015,20
-1,0,0,-1,-1,0,-2,1,0,1,0,1,0,-1,-1,-1,1016,-20
2,0,1,2,2,1,0,1,2,2,1,2,1,2,1,2,1017,30
0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,1018,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,-10
0,0,0,-1,-1,0,0,0,0,0,-1,0,-1,0,0,0,1020,20
0,0,2,1,0,2,0,0,0,0,0,1,2,1,0,0,1021,0
0,2,1,1,0,1,1,-1,0,0,1,1,1,1,0,0,1022,-20
0,-2,-1,-2,-1,-1,0,-1,-2,-2,0,-1,0,0,-1,0,1023,-20
0,0,0,2,0,0,1,0,0,0,0,-1,0,0,1,0,1024,20
0,2,1,0,0,1,2,-2,0,0,-1,-1,0,0,0,0,1025,20
0,0,0,0,0,0,0,2,0,0,-1,-1,0,0,0,0,1026,-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0
0,0,0,2,0,0,0,0,0,0,0,-1,1,0,0,0,1028,20
0,-1,0,-2,0,0,-1,0,0,-2,-2,-1,0,0,0,0,1029,0
0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,1030,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,50
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,-30
0,1,1,0,0,1,-1,0,0,0,1,-1,1,0,1,1,1035,10
0,1,0,0,0,0,-1,0,0,0,-1,-2,-1,1,0,0,1036,20
1,2,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,1037,50
0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,1,1038,20
0,0,0,-2,-1,0,-2,-1,0,0,-1,-2,0,-1,-1,-1,1039,-50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0
-1,0,0,0,-1,0,-2,0,0,-2,0,0,0,0,0,-1,1041,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,20
2,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1043,-10
0,1,1,1,0,1,-1,1,-1,-1,0,1,0,0,2,1,1044,10
0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1045,50
0,1,-1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,1046,40
0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1047,0
0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,1048,50
0,0,0,-1,0,-1,0,0,-1,0,0,1,0,0,0,0,1049,30
1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1050,0
-1,1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1051,20
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1052,50
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1053,50
0,0,0,2,1,0,0,0,0,0,0,1,1,0,1,2,1054,10
0,0,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,1055,-30
-1,0,0,1,0,0,-2,-2,0,-1,-1,0,0,0,0,0,1056,50
-1,1,0,0,-1,-1,-2,-1,-1,0,0,-1,1,0,0,-2,1057,30
0,-1,1,1,0,0,0,0,-1,1,0,-1,1,0,-1,0,1058,20
0,1,2,-1,0,-1,-1,1,1,0,1,1,0,0,1,2,1059,20
0,1,0,1,0,-1,0,1,1,0,1,0,1,1,0,0,1060,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,10
1,0,0,1,0,1,1,1,2,2,2,0,2,1,1,2,1062,50
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1063,20
2,2,1,1,1,1,2,2,0,1,-1,1,2,1,2,1,1064,50
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1065,-20
2,1,0,2,0,0,0,-1,0,0,0,2,0,0,0,2,1066,20
0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,1067,20
0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1068,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,10
1,0,2,0,0,1,0,1,0,0,0,1,1,0,1,1,1070,30
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1071,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,10
0,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,0,0,1073,10
